scientific_name,Adult_svl_cm,Body_mass_g,Maturity_d,Max_longevity_d,Longevity_d,Litter_clutch_size,Trophic_level,Diel_activity,Habitat_breadth_IUCN
Liolaemus pachecoi,,29.60014463,,,,5.5,Herbivore,Other,3
Liolaemus pagaburoi,,5.810516089,,,,5,Omnivore,Other,1
Liolaemus pantherinus,,11.00769655,,,,,Omnivore,Other,
Liolaemus parthenos,,,,,,,,Other,
Liolaemus parvus,6.315,11.35010816,,,,,,Other,2
Liolaemus patriciaiturrae,,29.47210817,,,,3.5,Omnivore,Other,1
Liolaemus paulie,,7.09788884,,,,,Carnivore,Other,1
Liolaemus petrophilus,7.411,27.73320105,,,,3.75,Carnivore,Other,6
Liolaemus pictus,5.907,6.4,1278.48,3287.25,,4.1,Carnivore,Other,5
Liolaemus pipaco,,16.22774378,,,,,,Other,
Liolaemus pleopholis,,14.5940713,,,,4,,Other,1
Liolaemus poconchilensis,,5.777199687,,,,,Carnivore,Other,1
Liolaemus poecilochromus,8.691,20.07,487.04,,,5.799626158,Herbivore,Other,2
Liolaemus polystictus,,20.57945298,,,,,,Other,1
Liolaemus porosus,,12.31552417,,,,,Omnivore,Other,
Liolaemus pseudoanomalus,,9.915580242,,,,6.399930225,Carnivore,Other,1
Liolaemus pseudolemniscatus,,4.504083523,,,,2.499884851,Carnivore,Other,1
Liolaemus puelche,,22.87799402,,,,,,Other,
Liolaemus pulcherrimus,,14.01406852,,,,,Omnivore,Other,1
Liolaemus pu,,5.422513264,,,,3,Herbivore,Other,5
Liolaemus punmahuida,,29.38824826,,,,,Omnivore,Other,2
Liolaemus puritamensis,,33.80324181,,,,4.000184255,Omnivore,Other,
Liolaemus purul,,14.6777392,,,,,Carnivore,Other,
Liolaemus pyriphlogos,,5.694264654,,,,,,,
Liolaemus quilmes,,13.76295594,624.02,2556.75,,,Carnivore,Other,1
Liolaemus rabinoi,,9.915580242,,,,,Carnivore,Other,1
Liolaemus ramirezae,,5.921460793,,,,5.000172675,Omnivore,Other,1
Liolaemus ramonensis,8.624,27.9,,,,3,Omnivore,Other,1
Liolaemus riodamas,,20.19183182,,,,,,Other,
Liolaemus riojanus,,7.826178173,,,,4.5,Carnivore,Other,1
Liolaemus robertmertensi,,7.826178173,,,,,Carnivore,Other,2
Liolaemus robertoi,,11.60724307,,,,4.5,Omnivore,Other,1
Liolaemus robustus,,19.80763513,,,,,,,1
Liolaemus rosenmanni,,15.11780624,,,,3,Carnivore,Other,1
Liolaemus rothi,,37.31250789,,,,5.749900048,Carnivore,Other,2
Liolaemus ruibali,,9.377028371,,,,3.5,Omnivore,Other,1
Liolaemus sagei,,32.80476466,,,,4.499935169,Carnivore,Other,2
Liolaemus salinicola,,14.5940713,,,,,Carnivore,Other,1
Liolaemus sanjuanensis,,8.624839594,,,,4.5,Carnivore,Other,1
Liolaemus sarmientoi,7.486,25.3512863,,,,4.5,Omnivore,Other,3
Liolaemus saxatilis,,6.722640138,,,,5.300077194,Carnivore,Other,1
Liolaemus scapularis,,14.5940713,,,,4.165060339,Carnivore,Other,1
Liolaemus schmidti,,9.492092317,,,,,Herbivore,Other,1
Liolaemus schroederi,5.693,9.794899854,,,,8,Carnivore,Other,6
Liolaemus scolaroi,5.022,17.1,,,,3,Carnivore,Other,2
Liolaemus scorialis,,10.80716976,,,,3,Omnivore,Other,
Liolaemus scrocchii,,27.9949066,,,,,Omnivore,Other,
Liolaemus senguer,,7.592887875,,,,,Carnivore,Other,1
Liolaemus septentriolis,5.907,6.576578374,,,,4.2,Carnivore,Other,1
Liolaemus shehuen,,32.59183505,,,,,Carnivore,Other,
Liolaemus shitan,,31.48874157,,,,,,Other,
Liolaemus signifer,5.757,41.6,517.48,,,6,Herbivore,Other,2
Liolaemus silvai,,10.3019306,,,,,Carnivore,Other,1
Liolaemus silvae,,15.20273765,,,,3,Herbivore,Other,2
Liolaemus sitesi,,16.31525974,,,,,Omnivore,Other,
Liolaemus smaug,,11.49076811,,,,,,Other,
Liolaemus somuncurae,,21.31522457,,,,,Carnivore,Other,1
Liolaemus stolzmanni,,7.205537396,,,,2,Carnivore,Other,
Liolaemus tace,,5.611706626,,,,,,Other,
Liolaemus tacora,,,,,,,,Other,
Liolaemus talampaya,,20.19183182,,,,,,Other,2
Liolaemus tandiliensis,,6.118810026,,,,3.092465397,Carnivore,Other,
Liolaemus tari,,34.90701577,,,,3.5,Carnivore,Other,2
Liolaemus tehuelche,,13.01583389,,,,,Carnivore,Other,2
Liolaemus telsen,,13.47930177,,,,,Carnivore,Other,1
Liolaemus tenuis,5.299,8.49180475,,,,4,Carnivore,Other,3
Liolaemus thermarum,,19.80763513,,,,,Carnivore,Other,1
Liolaemus thomasi,,15.20273765,,,,,,,2
Liolaemus tirantii,,,,,,,Omnivore,Other,
Liolaemus tolhuaca,,,,,,,Carnivore,Other,
Liolaemus torresi,,8.624839594,,,,2,Carnivore,Other,1
Liolaemus tregenzai,,23.81159735,,,,,Herbivore,Other,
Liolaemus tristis,,20.19183182,,,,3.5,Carnivore,Other,2
Liolaemus tromen,,18.08587063,,,,,,Other,
Liolaemus tulkas,,10.90720168,,,,,,Other,
Liolaemus ubaghsi,,23.36729031,,,,,,Other,
Liolaemus umbrifer,,22.87799402,,,,,Carnivore,Other,2
Liolaemus uniformis,,,,,,,Omnivore,Other,
Liolaemus uptoni,,21.31522457,,,,,Carnivore,Other,2
Liolaemus uspallatensis,,8.624839594,,,,2.999926591,Carnivore,Other,1
Liolaemus valdesianus,8.624,27.9949066,,4383,,2.75,Omnivore,Other,2
Liolaemus vallecurensis,,14.71156251,,,,4,Omnivore,Other,2
Liolaemus variegatus,,6.722640138,,,,,,Other,3
Liolaemus velosoi,,6.420846328,,,,,Carnivore,Other,2
Liolaemus villaricensis,,,,,,,Herbivore,Other,
Liolaemus vulcanus,,30.03038151,,,,,,Other,
Liolaemus walkeri,,8.397299933,,,,,Omnivore,Other,1
Liolaemus wari,,7.2221798,,,,3,,Other,
Liolaemus wiegmannii,4.958,9.057326009,,,,4.525204883,Carnivore,Other,5
Liolaemus williamsi,,14.5940713,,,,,,Other,1
Liolaemus xanthoviridis,,32.9,,,,7.749830593,Omnivore,Other,4
Liolaemus yalguaraz,,,,,,4.5,Carnivore,Other,
Liolaemus yalcu,,7.2221798,,,,3.500128771,Carnivore,Other,1
Liolaemus yatel,,7.114265151,,,,,,Other,
Liolaemus zabalai,,25.32564315,,,,,Herbivore,Other,
Liolaemus zapallarensis,6.595,44.05548635,913.2,,,6.952788721,Omnivore,Other,2
Liolaemus zullyae,,22.69932426,,,,2.25,Carnivore,Other,2
Liopeltis calamaria,,11.98370266,,,,,,,
Liopeltis fretus,,58.37225521,,,,,,,
Liopeltis philippinus,,35.98746676,,,,,,,
Liopeltis rappi,,14.99842418,,,,,,,
Liopeltis stoliczkae,,32.03134662,,,,,,,
Liopeltis tricolor,,26.91534804,,,,,,,2
Liophidium apperti,,2.609091504,,,,,,,
Liophidium chabaudi,,20.09546406,,,,,,,
Liophidium maintikibo,,3.192098761,,,,,,,
Liophidium mayottensis,,141.2268772,,,,,,,
Liophidium pattoni,,12.71751541,,,,,,,
Liophidium rhodogaster,,35.58156593,,,,,,,
Liophidium therezieni,,60.92684486,,,,,,,
Liophidium torquatum,,54.97704369,,,,,,,
Liophidium trilineatum,,6.595869476,,,,,,,
Liophidium vaillanti,,38.99709933,,,,,,,
Liopholidophis baderi,,5.611706626,,,,,,,
Liopholidophis dimorphus,,182.8550108,,,,,,,
Liopholidophis dolicocercus,,409.1303299,,,,,,,
Liopholidophis grandidieri,,602.629793,,,,,,,
Liopholidophis oligolepis,,2.500172681,,,,,,,
Liopholidophis rhadiea,,66.51365781,,,,,,,
Liopholidophis sexlineatus,,376.7018995,,,,,,,
Liopholidophis varius,,107.8973361,,,,,,,
Liopholis guthega,,30.16503012,,,,2,,Other,3
Liopholis inorta,7.3705,9.405,913.2,3652.5,,2.45,Omnivore,Other,3
Liopholis kintorei,19.331,201.8,730.56,,,5,Herbivore,Nocturl,4
Liopholis margaretae,,34.77680807,,,,,,Other,1
Liopholis modesta,10.274,23.49,730.56,1497.525,1168.8,2.85,Omnivore,Other,1
Liopholis monta,,30.16503012,,3141.15,3141.15,4,Carnivore,Other,1
Liopholis multiscutata,,12.30639095,1278.48,3652.5,,2.45,Carnivore,Other,4
Liopholis persota,,,,,,,,Other,
Liopholis pulchra,11,29.3,,,,3,Carnivore,Other,3
Liopholis slateri,,19.499223,,,,,Carnivore,Other,2
Liopholis striata,9.282,31,,,,2.6,Carnivore,Other,1
Liopholis whitii,9.034,20.035,1095.84,4748.25,1168.8,2.9,Carnivore,Other,3
Lioscincus steindachneri,,31.90768928,,,,6.000336769,,,1
Lioscincus vivae,,3.113039684,,,,,,Other,
Liotyphlops albirostris,,4.082216646,,,,,,,
Liotyphlops anops,,23.47114408,,,,,,,
Liotyphlops argaleus,,6.99116202,,,,,,,
Liotyphlops beui,,20.99469942,,,,,,,
Liotyphlops caissara,,,,,,,,,
Liotyphlops haadi,,2.10188922,,,,,,,
Liotyphlops schubarti,,5.410004452,,,,,,,
Liotyphlops ternetzii,,18.40386001,,,,,,,
Liotyphlops trefauti,,22.39360569,,,,,,,
Liotyphlops wilderi,,9.099566363,,,,,,,
Lipinia albodorsalis,,2.922210817,,,,2,,,1
Lipinia auriculata,,2.424531621,,,,1.5,,,2
Lipinia cheesmae,,1.01519306,,,,,,,1
Lipinia inconspicua,,,,,,,,,
Lipinia inexpectata,,1.186097683,,,,1.999930935,,Other,
Lipinia infralineolata,,2.176390867,,,,,,,2
Lipinia leptosoma,4.4,1.5,,,,1,,,1
Lipinia longiceps,,1.404644399,,,,,,,1
Lipinia macrotympanum,,1.708954194,,,,2,,Other,
Lipinia miangensis,,1.01519306,,,,,,,1
Lipinia nitens,,0.61839776,,,,,Carnivore,Other,
Lipinia noctua,,2.922210817,,,,2.5,Carnivore,Other,
Lipinia nototaenia,,2.006862125,,,,1,,,1
Lipinia occidentalis,,1.108431624,,,,,,,
Lipinia pulchella,,2.298074324,,,,1.65005698,Carnivore,Other,7
Lipinia pulchra,,1.205299067,,,,1,,,1
Lipinia quadrivittata,,1.776940251,,,,1.999930935,,Other,
Lipinia rabori,,3.095147716,,,,1.5,,Other,3
Lipinia relicta,,3.305655607,,,,2,,,
Lipinia rouxi,,1.205299067,,,,1,,Other,1
Lipinia sekayuensis,,1.318297758,,,,,,Other,
Lipinia semperi,,2.290171036,,,,,,Other,1
Lipinia septentriolis,,1.404644399,,,,1.999930935,,,1
Lipinia subvittata,,3.305655607,,,,,,,
Lipinia surda,,2.786660052,,,,,Carnivore,Other,
Lipinia venemai,,3.602893215,,,,2,,,1
Lipinia vittigera,,1.616525974,365.28,,,2.375045286,Carnivore,Other,
Lipinia vulcania,,1.424385927,,,,,,Other,
Lipinia zamboangensis,,1.588805635,,,,,,,1
Lissemys ceylonensis,,5011.872336,,,,,,,
Lissemys punctata,,1444.5,,6501.45,5588.325,6.85,,,
Lissemys scutata,,1436.696979,,6501.45,5588.325,10.5,,,
Lissolepis coventryi,10.274,23.49,913.2,3469.875,,2.9,Omnivore,Other,1
Lissolepis luctuosa,,39.77097145,,6647.55,6647.55,,Carnivore,Other,4
Lobulia alpi,6.483,6.8,,,,2.55,,Other,1
Lobulia brongersmai,,3.113039684,,,,3,,Other,6
Lobulia elegans,,5.611706626,,,,3,,Other,3
Lobulia glacialis,,3.703403609,,,,2.5,,Other,1
Lobulia stellaris,,5.096654355,,,,2.5,,Other,
Lobulia subalpi,,8.88578006,,,,3,,Other,3
Lophocalotes achlios,,,,,,4,Carnivore,Other,
Lophocalotes ludekingi,,25.81130095,,,,,,Other,
Lophogthus gilberti,,84.90902375,334.84,,,5.400077591,Carnivore,Other,7
Lophogthus longirostris,8.7525,50.2,,,,5,Carnivore,Other,4
Lophogthus maculilabris,,31.40254347,,,,,,,
Lophogthus temporalis,10.013,123.5948717,,,,4.75,Carnivore,Other,9
Lophosaurus boydii,,189.9,730.56,3652.5,,3,Carnivore,Other,
Lophosaurus dilophus,,386.4834885,,,,1.749930935,Carnivore,Other,
Lophosaurus spinipes,,61.70032654,730.56,3652.5,,5.00034535,Carnivore,Other,
Loveridgea ionidesii,,2.689584162,,,,1.5,,,
Loveridgea phylofiniens,,3.390324181,,,,,,,
Loveridgelaps elapoides,,147.5706533,,,,,,,1
Loxocemus bicolor,,1570.362804,,13295.1,11980.2,3.25,Carnivore,Nocturl,5
Loxopholis caparensis,,,,,,,,,
Loxopholis ferreirai,,,,,,,,Other,
Loxopholis guianense,,0.752603599,,730.5,,2,Carnivore,Other,
Loxopholis guianensis,,,,,,,,Other,
Loxopholis hexalepis,,,,,,2,,Other,
Loxopholis hoogmoedi,,,,,,,,Other,
Loxopholis ioan,,,,,,,,,
Loxopholis osvaldoi,,,,,,1.5,,Other,
Loxopholis parietalis,,,,,,2,Carnivore,Other,
Loxopholis percaritum,,,,,,1.5,Carnivore,Other,
Loxopholis rugiceps,,,213.08,,,2.5,Carnivore,Other,
Loxopholis snethlageae,,,,,,2,,Other,
Loxopholis southi,,,,,,2,Carnivore,Other,
Lubuya ivensii,,,,,,4.5,Carnivore,Other,
Lucasium alboguttatum,5.6,3.664375746,,,,1.999930935,Carnivore,Nocturl,2
Lucasium bungabin,,3.881834885,,,,,Carnivore,Nocturl,
Lucasium byrnei,,3.582255667,,,,1.999930935,Carnivore,Nocturl,6
Lucasium damaeum,5.2825,3.2375,165.898,2483.7,,1.99986187,Carnivore,Nocturl,3
Lucasium immaculatum,,12.40826154,,,,,Carnivore,Nocturl,2
Lucasium maini,,3.102279794,,,,1.999930935,Carnivore,Nocturl,2
Lucasium occultum,,1.318297758,,,,1.999930935,Carnivore,Nocturl,
Lucasium squarrosum,5.35,3.664375746,,,,1.999930935,Carnivore,Nocturl,4
Lucasium steindachneri,,4.086901389,410.94,,,1.999930935,Carnivore,Nocturl,3
Lucasium stenodactylum,5.35,4.852942501,334.84,2008.875,,1.999930935,Carnivore,Nocturl,3
Lucasium wombeyi,,3.102279794,,,,,Carnivore,Nocturl,2
Luperosaurus angliit,,5.713980155,,,,,,Nocturl,
Luperosaurus brooksii,,4.317554392,,,,,,Nocturl,
Luperosaurus browni,,6.190082001,,,,1.5,,Nocturl,
Luperosaurus corfieldi,,16.57884982,,,,1.999930935,,Nocturl,
Luperosaurus cumingii,,12.78219404,,,,1.999930935,,Nocturl,1
Luperosaurus gulat,,10.78232607,,,,,,Nocturl,
Luperosaurus iskandari,,6.975121588,,,,1.999930935,,Nocturl,1
Luperosaurus joloensis,,1.117505408,,,,,,Nocturl,1
Luperosaurus kubli,,22.06463232,,,,,,Nocturl,
Luperosaurus macgregori,,4.412941862,,,,,,Nocturl,1
Luperosaurus palawanensis,,3.116642862,,,,,,Nocturl,1
Luperosaurus sorok,,1.012825963,,,,,,Nocturl,
Luperosaurus yasumai,,1.403023762,,,,,,Nocturl,
Lycodon alcalai,,98.61397428,,,,,,,
Lycodon aulicus,,66.51365781,,,,7.5,,,
Lycodon bibonius,,,,,,,,,
Lycodon butleri,,117.2097683,,,,,,,
Lycodon capucinus,,62.4,,,,7.5,,,5
Lycodon cardamomensis,,6.297530914,,,,,,,
Lycodon caritus,,59.29626623,,,,4,,,
Lycodon cavernicolus,,21.0188922,,,,,,,
Lycodon chrysoprateros,,47.41209926,,,,,,,
Lycodon davidi,,10.6952744,,,,,,,
Lycodon dumerilii,,54.58789305,,,,,,,
Lycodon effraenis,,117.2195366,,,,,,,5
Lycodon fasciatus,,88.45578049,,,,,,,
Lycodon fausti,,92.27857136,,,,,,,
Lycodon ferroni,,10.19295694,,,,,,,
Lycodon flavicollis,,24.89428659,,,,,,,
Lycodon flavomaculatus,,22.29217575,,,,,,,
Lycodon flavozotus,,295.8506233,,,,,,,
Lycodon futsingensis,,100.2152619,,,,,,,
Lycodon gammiei,,167.1545307,,,,,,,
Lycodon gongshan,,106.4571509,,,,,,,
Lycodon hypsirhinoides,,50.37503044,,,,,,,
Lycodon jara,,25.70197891,,,,,,,
Lycodon kundui,,2.677302781,,,,,,,
Lycodon laoensis,,26.91534804,,,,,,,4
Lycodon liuchengchaoi,,81.09805289,,,,,,,
Lycodon mackinnoni,,9.089102651,,,,,,,
Lycodon meridiole,,638.5317431,,5003.925,5003.925,7.5,,,2
Lycodon muelleri,,68.57441132,,,,,,,
Lycodon multifasciatus,,66.51365781,,,,,,,
Lycodon multizotus,,41.59553052,,,,,,,
Lycodon odishii,,39.90124512,,,,,,,
Lycodon ophiophagus,,92.02247859,,,,,,,
Lycodon orientalis,,47.41209926,,,,,,,
Lycodon osmanhilli,,25.10943216,,,,,,,
Lycodon paucifasciatus,,59.01005401,,,,,,,
Lycodon rosozotus,,135.8656723,,,,,,,
Lycodon rufozotus,,169.383918,,5003.925,5003.925,8.75,Carnivore,Nocturl,5
Lycodon ruhstrati,,134.2882481,,,,,,,
Lycodon semicaritus,,450.8583523,,,,,,,
Lycodon septentriolis,,178.5243787,,,,,,,
Lycodon solivagus,,79.27506652,,,,,,,
Lycodon stormi,,50.91654355,,,,,,,
Lycodon striatus,,18.98352961,,,,2.5,,,
Lycodon subcinctus,,178.6487575,,,,,,,4
Lycodon syptor,,18.88995675,,,,,,,
Lycodon tessellatus,,7.799150553,,,,,,,
Lycodon tiwarii,,35.0875937,,,,,,,
Lycodon travancoricus,,54.92704369,,,,7.5,,,3
Lycodon zawi,,18.19850429,,,,,,,
Lycodon zoosvictoriae,,22.36786111,,,,,,,
Lycodonomorphus bicolor,,54.97704369,,,,,,,
Lycodonomorphus inortus,,314.9374157,,,,8.5,,,7
Lycodonomorphus laevissimus,,251.2943216,,,,,,,
Lycodonomorphus leleupi,,122.48081,,1570.575,1570.575,14.5,,,
Lycodonomorphus obscuriventris,,33.58688071,,,,,,,
Lycodonomorphus rufulus,,65.28830969,,2611.5375,1570.575,14.5,Carnivore,Nocturl,
Lycodonomorphus subtaeniatus,,154.1850226,,,,,,,
Lycodonomorphus whytii,,46.6,,1570.575,1570.575,,,,6
Lycodryas carleti,,90.99566363,,,,,,,
Lycodryas citrinus,,56.1023988,,,,,,,
Lycodryas cococola,,224.3440962,,,,,,,
Lycodryas gaimardi,,90.99566363,,,,,,,
Lycodryas granuliceps,,158.9273374,,,,,,,
Lycodryas guentheri,,23.78420143,,,,,,,
Lycodryas inopie,,38.8075183,,,,,,,
Lycodryas inortus,,44.02774318,,,,,,,
Lycodryas maculatus,,253.4064315,,,,,,,
Lycodryas pseudogranuliceps,,57.17393183,,,,,,,
Lycogthophis seychellensis,,518.5000195,,,,,,,
Lycophidion acutirostre,,5.510387196,,,,,,,
Lycophidion albomaculatum,,38.99709933,,,,,,,
Lycophidion depressirostre,,18.98352961,,,,,,,
Lycophidion hellmichi,,15.8062402,,,,,,,
Lycophidion irroratum,,15.8062402,,,,,,,
Lycophidion laterale,,18.98352961,,,,,,,
Lycophidion meleagris,,7.790182755,,,,,,,
Lycophidion multimaculatum,,24.83133105,,,,6.5,,,
Lycophidion mibianum,,33.93126363,,,,,,,
Lycophidion nus,,5.017503044,,,,,,,
Lycophidion nigromaculatum,,11.31200182,,,,,,,
Lycophidion ortum,,33.96252726,,,,5,,,3
Lycophidion pembanum,,32.3,,,,6.5,,,2
Lycophidion pygmaeum,,5.017503044,,,,,,,
Lycophidion semiannule,,7.180717051,,,,,,,
Lycophidion semicinctum,,66.81719588,,,,,,,
Lycophidion taylori,,22.49527303,,,,,,,
Lycophidion uzungwense,,36.4,,,,6.5,,,
Lycophidion variegatum,,14.19528761,,,,,,,
Lygisaurus abscondita,,0.420785224,,,,,,,
Lygisaurus aeratus,,1.01519306,,,,,,,3
Lygisaurus curtus,,1.41609395,,,,,,Other,
Lygisaurus foliorum,,1.404644399,,,,1.9749223,Carnivore,Other,4
Lygisaurus laevis,3.521,0.868960429,,,,1.749930935,,Other,1
Lygisaurus macfarlani,,1.090716976,,,,2,,Other,8
Lygisaurus malleolus,,0.555,,,,,Carnivore,Other,
Lygisaurus novaeguineae,,0.709724489,,,,,,,
Lygisaurus parrhasius,,0.713052979,,,,,,Other,1
Lygisaurus rimula,,,,,,,,Other,
Lygisaurus rococo,3.977,1.6,,,,1.999930935,Carnivore,Other,2
Lygisaurus sesbrau,,0.680346724,,,,,,Other,3
Lygisaurus tanneri,,0.884480215,,,,,,Other,1
Lygisaurus zuma,,0.680346724,,,,1.999930935,Carnivore,Other,2
Lygodactylus angolensis,,1.117505408,,,,1.999930935,Carnivore,Other,
Lygodactylus angularis,,2.216786111,,,,1.999930935,Carnivore,Other,
Lygodactylus arnoulti,,1.2123081,,,,,Omnivore,Other,2
Lygodactylus berrdi,,1.510273765,,,,1.999930935,,,
Lygodactylus bivittis,,1.122756471,,,,,Carnivore,Other,1
Lygodactylus blancae,,1.074771214,,,,,Carnivore,Other,2
Lygodactylus blanci,,1.417744717,,,,,,Other,1
Lygodactylus bradfieldi,3.15,0.7,,,,1.999930935,Carnivore,Other,
Lygodactylus broadleyi,,0.314804856,,,,,,,
Lygodactylus capensis,3.15,1.581748037,243.52,1296.6375,,1.965084716,Carnivore,Other,
Lygodactylus chobiensis,3.7,1.97696964,,,,1.999930935,Carnivore,,1
Lygodactylus conradti,,1.40789689,,,,,Carnivore,Other,
Lygodactylus conraui,,1.510273765,121.76,,,1.749930935,Carnivore,Other,
Lygodactylus decaryi,,0.506430692,,,,,Omnivore,Other,1
Lygodactylus depressus,3.7,1.318256739,,,,1.999930935,,Other,
Lygodactylus expectatus,,0.775811447,,,,,Omnivore,Other,1
Lygodactylus fischeri,,1.718900414,,,,,Carnivore,Other,
Lygodactylus grandisoe,,0.519755311,,,,,,,1
Lygodactylus graniticolus,,1.48277392,,,,1.99986187,,,2
Lygodactylus gravis,,1.718900414,,,,1.999930935,Carnivore,Other,2
Lygodactylus grotei,3.15,0.910224786,,,,1.749930935,Carnivore,Other,
Lygodactylus guibei,,1.510273765,,,,,Omnivore,Other,1
Lygodactylus gutturalis,3.7,2.1,,,,1.999930935,Carnivore,Other,
Lygodactylus heterurus,,0.519755311,,,,,Omnivore,Other,3
Lygodactylus inexpectatus,,0.884480215,,,,,,Nocturl,1
Lygodactylus insularis,,0.481190511,,,,2,,Other,
Lygodactylus intermedius,,0.792617817,,,,,Omnivore,Other,1
Lygodactylus keniensis,3.7,1.5,,1698.4125,,1.999930935,Carnivore,Other,2
Lygodactylus kimhowelli,,1.095720168,365.28,,,2,Carnivore,Other,
Lygodactylus klemmeri,,0.583772303,,,,,Omnivore,Other,1
Lygodactylus klugei,2.965,0.970509967,,,,1.905899517,Omnivore,Other,
Lygodactylus laterimaculatus,,,,,,2,,Other,
Lygodactylus lawrencei,3.7,1,,,,2,,Other,
Lygodactylus luteopicturatus,,1.797366813,,,,2,Omnivore,Other,
Lygodactylus madagascariensis,,1.2123081,,,,,Omnivore,Other,1
Lygodactylus manni,3.7,0.512861384,,,,1.999930935,,Other,1
Lygodactylus methueni,,1.718900414,,,,2,,,3
Lygodactylus miops,,0.985254984,,,,,Omnivore,Other,1
Lygodactylus mirabilis,,0.621343859,,,,1.250015095,Omnivore,Other,2
Lygodactylus mombasicus,3.7,1.41579378,,,,1.999930935,Carnivore,Other,4
Lygodactylus montanus,,1.309128369,,,,,Omnivore,Other,3
Lygodactylus nigropunctatus,,1.309128369,,,,1.999930935,,,2
Lygodactylus ocellatus,,1.309128369,,,,1.999930935,,,3
Lygodactylus ortus,,0.575403848,,,,,,Other,2
Lygodactylus pauliani,,1.117505408,,,,,,Other,4
Lygodactylus picturatus,3.7,1.5,334.84,401.775,,1.99986187,Omnivore,Other,6
Lygodactylus pictus,3.65,1.612774378,,,,1.999930935,Omnivore,Other,3
Lygodactylus rarus,,1.2123081,,,,,Omnivore,Other,2
Lygodactylus regulus,,1.596104364,,,,,,Other,
Lygodactylus rex,,3.677973958,,,,,,Other,
Lygodactylus roavola,,0.376998671,,,,,,Other,
Lygodactylus scorteccii,3.7,1,,,,2,Carnivore,Other,
Lygodactylus somalicus,,0.889511258,,,,1.999930935,Carnivore,Other,
Lygodactylus stevensoni,,1.510273765,,,,,,,
Lygodactylus thomensis,,1.198370266,,,,1.999930935,,Other,
Lygodactylus tolampyae,,1.091963457,,,,,Omnivore,Other,1
Lygodactylus tuberosus,,1.318297758,,,,1.500015095,Omnivore,Other,3
Lygodactylus uluguruensis,,0.985254984,,,,2,Carnivore,Other,2
Lygodactylus verticillatus,2.363,1.074771214,,1132.275,1132.275,1.500015095,Omnivore,Other,4
Lygodactylus viscatus,,0.511800218,,,,,,Other,
Lygodactylus waterbergensis,,1.510273765,,,,,,,3
Lygodactylus wetzeli,,0.597831072,,,,,,,
Lygodactylus williamsi,3.7,1,334.84,,,1.75,Carnivore,Other,1
Lygodactylus wojnowskii,,,,,,,,Other,
Lygophis anomalus,,84.1,,1753.2,1753.2,8.9,Carnivore,Other,
Lygophis dilepis,,70,,,,,,,6
Lygophis elegantissimus,,79.94171275,,,,,,,
Lygophis flavifretus,,82.65189748,,,,10,,,
Lygophis meridiolis,,96.16122784,,,,,,,
Lygophis paucidens,,28.50509134,,,,,,,
Lygophis vanzolinii,,81.29152581,,,,,,,
Lygosoma albopunctata,,5.611706626,,,,1.999930935,Carnivore,Other,
Lygosoma angeli,,79.74973436,,,,3,Carnivore,Nocturl,
Lygosoma anguinum,,3.908709386,,,,,,Other,1
Lygosoma bampfyldei,,66.94423047,,,,,,Other,
Lygosoma boehmei,,15.89273374,,,,,,Nocturl,
Lygosoma bowringii,,11.32505408,,,,3.050136721,Carnivore,Other,
Lygosoma chaperi,,5.378983288,,,,,,,
Lygosoma corpulentum,,103.7639087,,,,4.499935169,Carnivore,Nocturl,1
Lygosoma frontoparietale,,1.205299067,,,,,,Other,1
Lygosoma goaensis,,2.786660052,,,,,Carnivore,Other,1
Lygosoma guentheri,,29.30446623,,,,,Carnivore,Other,2
Lygosoma haroldyoungi,,14.39399289,,,,,Carnivore,Other,2
Lygosoma herberti,,5.901005401,,,,,,Other,
Lygosoma isodactylum,,8.026892206,,,,,,Other,
Lygosoma koratense,,38.8075183,730.56,,,2.999926591,,Other,4
Lygosoma laeviceps,,12.71751541,,,,3,,,
Lygosoma lanceolatum,,21.51390867,,,,,,,
Lygosoma lineata,,3.515915849,,,,,Carnivore,Other,3
Lygosoma lineolatum,,1.720903437,,,,2.499884851,Carnivore,Other,
Lygosoma opisthorhodum,,17.01079254,,,,,,,
Lygosoma popae,,4.382579161,,,,,,Other,
Lygosoma pruthi,,3.50375937,,,,,,Other,1
Lygosoma punctata,,15.89273374,,,,4.000184255,Carnivore,Other,
Lygosoma quadrupes,,4.91586902,,,,2.5,Carnivore,Other,
Lygosoma samajaya,,,,,,,,,
Lygosoma singha,,1.510273765,,,,,,,1
Lygosoma tabonorum,,,,,,,,,
Lygosoma veunsaiensis,,0.61839776,,,,,,Other,
Lygosoma vosmaeri,,3.908709386,,,,,Carnivore,Other,1
Lyriocephalus scutatus,,148.4988518,,1278.375,1278.375,3.7,Omnivore,Other,3
Lytorhynchus diadema,,12.31715025,,146.1,146.1,,,,5
Lytorhynchus gasperetti,,11.42756471,,,,,,,
Lytorhynchus mayrdi,,4.013585172,,,,3,,,2
Lytorhynchus paradoxus,,10.02307895,,,,,,,
Lytorhynchus ridgewayi,,31.6113883,,,,,,,
Mabuya agilis,,,,,,4.5,Carnivore,Other,
Mabuya cochoe,,20.19183182,,,,,,Other,
Mabuya desiradae,,20.21509589,,,,,,Other,
Mabuya dominica,,22.21654945,,,,3.5,,,
Mabuya dorsivittata,,,,,,,Omnivore,Other,
Mabuya grandisterrae,,23,,,,,,,
Mabuya guadeloupae,,26,,,,5,,,
